State,City,Violent_Crime
ILLINOIS,Glenwood,11.0
ILLINOIS,Grayslake,27.0
ILLINOIS,Glen Ellyn,21.0
ILLINOIS,Genoa,12.0
ILLINOIS,Glenview,34.0
ILLINOIS,Georgetown,16.0
ILLINOIS,Geneva,6.0
ILLINOIS,Gibson City,11.0
ILLINOIS,Gifford,0.0
ILLINOIS,Germantown,2.0
ILLINOIS,Gilman,1.0
ILLINOIS,Girard,14.0
ILLINOIS,Glasford,1.0
ILLINOIS,Glen Carbon,9.0
ILLINOIS,Glendale Heights,18.0
ILLINOIS,Gilberts,3.0
INDIANA,Peru,51.0
INDIANA,Plainfield,93.0
INDIANA,North Vernon,12.0
INDIANA,Noblesville,59.0
INDIANA,New Whiteland,0.0
INDIANA,Nappanee,4.0
INDIANA,Munster,21.0
INDIANA,Muncie,219.0
INDIANA,Mishawaka,114.0
INDIANA,Lawrence,210.0
INDIANA,Marion,128.0
INDIANA,Lowell,1.0
INDIANA,Lawrenceburg,30.0
INDIANA,La Porte,111.0
INDIANA,Lake Station,31.0
INDIANA,Lafayette,338.0
INDIANA,Plymouth,5.0
INDIANA,Kokomo,364.0
INDIANA,Michigan City,230.0
INDIANA,Portage,68.0
INDIANA,Westfield,11.0
INDIANA,Portland,14.0
INDIANA,Kendallville,52.0
INDIANA,Zionsville,0.0
INDIANA,Winchester,0.0
INDIANA,Whiting,13.0
INDIANA,Whitestown,6.0
INDIANA,Westville,7.0
INDIANA,West Lafayette,31.0
INDIANA,Valparaiso,37.0
INDIANA,Tipton,18.0
INDIANA,Tell City,16.0
INDIANA,St. John,3.0
INDIANA,Speedway,35.0
INDIANA,South Whitley,2.0
INDIANA,South Bend,1064.0
INDIANA,Shelbyville,215.0
INDIANA,Seymour,41.0
INDIANA,Sellersburg,5.0
INDIANA,Rushville,4.0
INDIANA,Rensselaer,25.0
INDIANA,Porter,1.0
INDIANA,Jeffersonville,65.0
INDIANA,Bloomington,463.0
INDIANA,Huntingburg,32.0
INDIANA,Crawfordsville,71.0
INDIANA,Columbus,76.0
INDIANA,Clinton,29.0
INDIANA,Chesterton,11.0
INDIANA,Cedar Lake,7.0
INDIANA,Carmel,43.0
INDIANA,Cannelton,2.0
INDIANA,Brownsburg,33.0
INDIANA,Crown Point,6.0
INDIANA,Bremen,16.0
INDIANA,Bluffton,20.0
INDIANA,Bedford,16.0
INDIANA,Batesville,7.0
INDIANA,Bargersville,12.0
INDIANA,Auburn,7.0
INDIANA,Anderson,227.0
INDIANA,Albion,16.0
INDIANA,Indianapolis,11170.0
INDIANA,Boonville,16.0
INDIANA,Cumberland,23.0
INDIANA,Berne,0.0
INDIANA,Dyer,10.0
INDIANA,Hobart,71.0
INDIANA,Decatur,17.0
INDIANA,Highland,
INDIANA,Hartford City,8.0
INDIANA,Hammond,365.0
INDIANA,Griffith,8.0
INDIANA,Greenwood,83.0
INDIANA,Goshen,47.0
INDIANA,Gary,374.0
INDIANA,Hagerstown,2.0
INDIANA,Frankfort,
INDIANA,Fort Wayne,1024.0
INDIANA,Fishers,46.0
INDIANA,Fairmount,9.0
INDIANA,Evansville,675.0
INDIANA,Elwood,9.0
INDIANA,Ellettsville,17.0
INDIANA,Franklin,129.0
INDIANA,Edinburgh,17.0
INDIANA,Elkhart,624.0
IOWA,nan,
KANSAS,Moran,0.0
KANSAS,Mound City,0.0
KANSAS,Mount Hope,0.0
KANSAS,Mulvane,9.0
KANSAS,Oberlin,3.0
KANSAS,Newton,131.0
KANSAS,Norton,5.0
KANSAS,Olathe,305.0
KANSAS,Montezuma,0.0
KANSAS,Osage City,2.0
KANSAS,Neodesha,8.0
KANSAS,Minneapolis,2.0
KANSAS,Larned,9.0
KANSAS,Marysville,5.0
KANSAS,Maize,12.0
KANSAS,Lyons,21.0
KANSAS,Little River,0.0
KANSAS,Lindsborg,3.0
KANSAS,Lenexa,107.0
KANSAS,Leawood,27.0
KANSAS,Leavenworth,345.0
KANSAS,Lansing,30.0
KANSAS,Lake Quivira,0.0
KANSAS,Iola,33.0
KANSAS,Osawatomie,7.0
KANSAS,McPherson,23.0
KANSAS,Oswego,0.0
KANSAS,Valley Center,6.0
KANSAS,Overland Park,440.0
KANSAS,Independence,62.0
KANSAS,Winfield,22.0
KANSAS,Wichita,4622.0
KANSAS,Westwood,2.0
KANSAS,Wellsville,5.0
KANSAS,Wamego,19.0
KANSAS,Walton,0.0
KANSAS,Ulysses,10.0
KANSAS,Topeka,766.0
KANSAS,Tonganoxie,6.0
KANSAS,St. George,0.0
KANSAS,St. Francis,1.0
KANSAS,Ottawa,63.0
KANSAS,Sterling,1.0
KANSAS,Seneca,10.0
KANSAS,Sedgwick,4.0
KANSAS,Scott City,6.0
KANSAS,Sabetha,0.0
KANSAS,Russell,25.0
KANSAS,Rose Hill,5.0
KANSAS,Pratt,28.0
KANSAS,Plainville,3.0
KANSAS,Peabody,3.0
KANSAS,Parsons,91.0
KANSAS,Park City,24.0
KANSAS,Paola,4.0
KANSAS,Shawnee,165.0
KANSAS,Hutchinson,166.0
KANSAS,Meade,0.0
KANSAS,Hugoton,2.0
KANSAS,Colony,0.0
KANSAS,Coffeyville,57.0
KANSAS,Clearwater,1.0
KANSAS,Clay Center,19.0
KANSAS,Cherryvale,9.0
KANSAS,Cheney,3.0
KANSAS,Carbondale,0.0
KANSAS,Caney,2.0
KANSAS,Burlington,9.0
KANSAS,Bucklin,0.0
KANSAS,Bronson,0.0
KANSAS,Benton,2.0
KANSAS,Columbus,10.0
KANSAS,Beloit,9.0
KANSAS,Belle Plaine,3.0
KANSAS,Bel Aire,8.0
KANSAS,Baxter Springs,9.0
KANSAS,Basehor,7.0
KANSAS,Augusta,18.0
KANSAS,Atwood,1.0
KANSAS,Atchison,43.0
KANSAS,Arkansas City,50.0
KANSAS,Argonia,0.0
KANSAS,Anthony,7.0
KANSAS,Alta Vista,0.0
KANSAS,Abilene,14.0
KANSAS,Belleville,3.0
KANSAS,Concordia,16.0
KANSAS,Auburn,0.0
KANSAS,Derby,37.0
KANSAS,Council Grove,4.0
KANSAS,Hoxie,0.0
KANSAS,Horton,2.0
KANSAS,Holton,12.0
KANSAS,Hillsboro,3.0
KANSAS,Hiawatha,13.0
KANSAS,Hesston,5.0
KANSAS,Herington,5.0
KANSAS,Haysville,46.0
KANSAS,Havensville,0.0
KANSAS,Great Bend,112.0
KANSAS,Grandview Plaza,5.0
KANSAS,Garnett,9.0
KANSAS,Hoisington,7.0
KANSAS,Humboldt,0.0
KANSAS,Gardner,56.0
KANSAS,Edwardsville,13.0
KANSAS,El Dorado,28.0
KANSAS,Dodge City,90.0
KANSAS,Ellinwood,8.0
KANSAS,Ellsworth,4.0
KANSAS,Elkhart,6.0
KANSAS,Fort Scott,37.0
KANSAS,Frontenac,3.0
KANSAS,Galena,12.0
KANSAS,Garden City,123.0
KANSAS,Emporia,28.0
KENTUCKY,Mount Washington,12.0
KENTUCKY,Muldraugh,1.0
KENTUCKY,Munfordville,0.0
KENTUCKY,Murray,23.0
KENTUCKY,Newport,46.0
KENTUCKY,Nicholasville,60.0
KENTUCKY,Northfield,0.0
KENTUCKY,Oak Grove,30.0
KENTUCKY,Olive Hill,0.0
KENTUCKY,Paris,13.0
KENTUCKY,Owenton,0.0
KENTUCKY,Owingsville,1.0
KENTUCKY,Paducah,93.0
KENTUCKY,Paintsville,10.0
KENTUCKY,Park Hills,2.0
KENTUCKY,Pikeville,12.0
KENTUCKY,Pineville,2.0
KENTUCKY,Mount Vernon,4.0
KENTUCKY,Pioneer Village,1.0
KENTUCKY,Owensboro,160.0
KENTUCKY,Mount Sterling,14.0
KENTUCKY,Louisa,2.0
KENTUCKY,Morganfield,0.0
KENTUCKY,Powderly,1.0
KENTUCKY,Leitchfield,14.0
KENTUCKY,Lewisburg,0.0
KENTUCKY,Lewisport,0.0
KENTUCKY,Lexington,982.0
KENTUCKY,Liberty,1.0
KENTUCKY,Livingston,0.0
KENTUCKY,London,18.0
KENTUCKY,Ludlow,9.0
KENTUCKY,Madisonville,37.0
KENTUCKY,Manchester,5.0
KENTUCKY,Marion,6.0
KENTUCKY,Martin,0.0
KENTUCKY,Mayfield,35.0
KENTUCKY,Maysville,19.0
KENTUCKY,Middlesboro,13.0
KENTUCKY,Millersburg,0.0
KENTUCKY,Monticello,6.0
KENTUCKY,Morehead,4.0
KENTUCKY,Morgantown,2.0
KENTUCKY,Prestonsburg,2.0
KENTUCKY,Uniontown,3.0
KENTUCKY,Prospect,1.0
KENTUCKY,Taylorsville,1.0
KENTUCKY,Tompkinsville,3.0
KENTUCKY,Trenton,0.0
KENTUCKY,Lebanon Junction,0.0
KENTUCKY,Vanceburg,0.0
KENTUCKY,Versailles,27.0
KENTUCKY,Villa Hills,2.0
KENTUCKY,Vine Grove,2.0
KENTUCKY,Warsaw,1.0
KENTUCKY,West Buechel,3.0
KENTUCKY,West Liberty,0.0
KENTUCKY,West Point,0.0
KENTUCKY,Whitesburg,0.0
KENTUCKY,Wilder,8.0
KENTUCKY,Williamsburg,11.0
KENTUCKY,Williamstown,0.0
KENTUCKY,Wilmore,4.0
KENTUCKY,Woodburn,0.0
KENTUCKY,Worthington,0.0
KENTUCKY,Taylor Mill,4.0
KENTUCKY,Princeton,10.0
KENTUCKY,St. Matthews,37.0
KENTUCKY,Stanford,2.0
KENTUCKY,Providence,1.0
KENTUCKY,Raceland,0.0
KENTUCKY,Radcliff,82.0
KENTUCKY,Richmond,66.0
KENTUCKY,Russell,4.0
KENTUCKY,Russell Springs,8.0
KENTUCKY,Russellville,17.0
KENTUCKY,Salyersville,0.0
KENTUCKY,Science Hill,0.0
KENTUCKY,Scottsville,6.0
KENTUCKY,Sebree,2.0
KENTUCKY,Shelbyville,20.0
KENTUCKY,Shepherdsville,26.0
KENTUCKY,Shively,55.0
KENTUCKY,Simpsonville,1.0
KENTUCKY,Somerset,30.0
KENTUCKY,Southgate,7.0
KENTUCKY,Springfield,2.0
KENTUCKY,Stamping Ground,1.0
KENTUCKY,Stanton,2.0
KENTUCKY,Lebanon,23.0
KENTUCKY,Lakeside Park-Crestview Hills,1.0
KENTUCKY,Lancaster,8.0
KENTUCKY,Campbellsville,32.0
KENTUCKY,Carlisle,2.0
KENTUCKY,Carrollton,2.0
KENTUCKY,Catlettsburg,1.0
KENTUCKY,Cave City,6.0
KENTUCKY,Centertown,0.0
KENTUCKY,Central City,3.0
KENTUCKY,Clay City,0.0
KENTUCKY,Clinton,0.0
KENTUCKY,Coal Run Village,1.0
KENTUCKY,Cold Spring,4.0
KENTUCKY,Columbia,2.0
KENTUCKY,Corbin,15.0
KENTUCKY,Covington,164.0
KENTUCKY,Cynthiana,12.0
KENTUCKY,Danville,34.0
KENTUCKY,Dawson Springs,4.0
KENTUCKY,Dayton,6.0
KENTUCKY,Dry Ridge,1.0
KENTUCKY,Calvert City,3.0
KENTUCKY,Eddyville,2.0
KENTUCKY,Cadiz,4.0
KENTUCKY,Brownsville,0.0
KENTUCKY,Adairville,0.0
KENTUCKY,Alexandria,1.0
KENTUCKY,Anchorage,0.0
KENTUCKY,Ashland,30.0
KENTUCKY,Auburn,2.0
KENTUCKY,Audubon Park,0.0
KENTUCKY,Augusta,2.0
KENTUCKY,Barbourville,21.0
KENTUCKY,Bardstown,26.0
KENTUCKY,Beattyville,2.0
KENTUCKY,Beaver Dam,6.0
KENTUCKY,Bellefonte,0.0
KENTUCKY,Bellevue,4.0
KENTUCKY,Benton,1.0
KENTUCKY,Berea,20.0
KENTUCKY,Bloomfield,1.0
KENTUCKY,Bowling Green,208.0
KENTUCKY,Brandenburg,1.0
KENTUCKY,Lawrenceburg,4.0
KENTUCKY,Burnside,2.0
KENTUCKY,Edgewood,6.0
KENTUCKY,Brodhead,0.0
KENTUCKY,Elizabethtown,64.0
KENTUCKY,Harrodsburg,3.0
KENTUCKY,Hazard,12.0
KENTUCKY,Henderson,95.0
KENTUCKY,Heritage Creek,0.0
KENTUCKY,Highland Heights,2.0
KENTUCKY,Hillview,8.0
KENTUCKY,Hodgenville,5.0
KENTUCKY,Hopkinsville,85.0
KENTUCKY,Horse Cave,0.0
KENTUCKY,Hurstbourne Acres,0.0
KENTUCKY,Indian Hills,0.0
KENTUCKY,Irvine,4.0
KENTUCKY,Irvington,1.0
KENTUCKY,Jackson,1.0
KENTUCKY,Jamestown,0.0
KENTUCKY,Jeffersontown,44.0
KENTUCKY,Junction City,1.0
KENTUCKY,La Grange,5.0
KENTUCKY,Edmonton,1.0
KENTUCKY,Harlan,8.0
KENTUCKY,Guthrie,2.0
KENTUCKY,Independence,23.0
KENTUCKY,Greensburg,5.0
KENTUCKY,Elkton,5.0
KENTUCKY,Greenville,1.0
KENTUCKY,Elsmere,11.0
KENTUCKY,Eminence,0.0
KENTUCKY,Erlanger,22.0
KENTUCKY,Falmouth,1.0
KENTUCKY,Flatwoods,6.0
KENTUCKY,Flemingsburg,3.0
KENTUCKY,Florence,59.0
KENTUCKY,Evarts,1.0
KENTUCKY,Fort Thomas,6.0
KENTUCKY,Fort Wright,8.0
KENTUCKY,Frankfort,71.0
KENTUCKY,Franklin,22.0
KENTUCKY,Fulton,3.0
KENTUCKY,Georgetown,62.0
KENTUCKY,Glasgow,33.0
KENTUCKY,Fort Mitchell,4.0
KENTUCKY,Graymoor-Devondale,0.0
KENTUCKY,Grayson,11.0
LOUISIANA,Pollock,0.0
LOUISIANA,Norwood,0.0
LOUISIANA,Oak Grove,7.0
LOUISIANA,Oil City,3.0
LOUISIANA,Olla,1.0
LOUISIANA,Pineville,91.0
LOUISIANA,Patterson,26.0
LOUISIANA,Pearl River,26.0
LOUISIANA,Plaquemine,32.0
LOUISIANA,New Orleans,4611.0
LOUISIANA,Opelousas,348.0
LOUISIANA,Natchitoches,159.0
LOUISIANA,Mandeville,16.0
LOUISIANA,Moreauville,0.0
LOUISIANA,Monroe,677.0
LOUISIANA,Minden,18.0
LOUISIANA,Marksville,106.0
LOUISIANA,Marion,1.0
LOUISIANA,Many,13.0
LOUISIANA,Mansfield,34.0
LOUISIANA,Lutcher,12.0
LOUISIANA,Leesville,61.0
LOUISIANA,Lake Providence,24.0
LOUISIANA,Ponchatoula,76.0
LOUISIANA,Morgan City,96.0
LOUISIANA,Port Allen,27.0
LOUISIANA,White Castle,22.0
LOUISIANA,Rayne,21.0
LOUISIANA,Lake Charles,575.0
LOUISIANA,Zachary,110.0
LOUISIANA,Youngsville,12.0
LOUISIANA,Winnfield,73.0
LOUISIANA,Wilson,0.0
LOUISIANA,Westwego,22.0
LOUISIANA,West Monroe,103.0
LOUISIANA,Welsh,50.0
LOUISIANA,Washington,0.0
LOUISIANA,Walker,59.0
LOUISIANA,Ville Platte,11.0
LOUISIANA,Port Vincent,0.0
LOUISIANA,Vidalia,7.0
LOUISIANA,Tallulah,21.0
LOUISIANA,Sulphur,95.0
LOUISIANA,St. Gabriel,65.0
LOUISIANA,Springhill,8.0
LOUISIANA,Slidell,87.0
LOUISIANA,Sibley,0.0
LOUISIANA,Shreveport,1588.0
LOUISIANA,Scott,15.0
LOUISIANA,Ruston,82.0
LOUISIANA,Ringgold,0.0
LOUISIANA,Rayville,
LOUISIANA,Thibodaux,68.0
LOUISIANA,Lake Arthur,11.0
LOUISIANA,Berwick,1.0
LOUISIANA,Krotz Springs,8.0
LOUISIANA,Erath,13.0
LOUISIANA,Epps,0.0
LOUISIANA,De Ridder,10.0
LOUISIANA,Denham Springs,44.0
LOUISIANA,Cullen,0.0
LOUISIANA,Crowley,228.0
LOUISIANA,Covington,30.0
LOUISIANA,Clinton,5.0
LOUISIANA,Church Point,49.0
LOUISIANA,Brusly,1.0
LOUISIANA,Broussard,52.0
LOUISIANA,Breaux Bridge,28.0
LOUISIANA,Bossier City,576.0
LOUISIANA,Bogalusa,124.0
LOUISIANA,Blanchard,1.0
LOUISIANA,Baton Rouge,2067.0
LOUISIANA,Bastrop,138.0
LOUISIANA,Ball,5.0
LOUISIANA,Baker,44.0
LOUISIANA,Alexandria,685.0
LOUISIANA,Addis,7.0
LOUISIANA,Abbeville,89.0
LOUISIANA,Lafayette,681.0
LOUISIANA,Eunice,44.0
LOUISIANA,Farmerville,23.0
LOUISIANA,Carencro,22.0
LOUISIANA,Fisher,0.0
LOUISIANA,Kinder,1.0
LOUISIANA,Ferriday,10.0
LOUISIANA,Kaplan,13.0
LOUISIANA,Jennings,19.0
LOUISIANA,Jena,2.0
LOUISIANA,Iowa,19.0
LOUISIANA,Independence,25.0
LOUISIANA,Ida,0.0
LOUISIANA,Houma,158.0
LOUISIANA,Haughton,15.0
LOUISIANA,Harahan,12.0
LOUISIANA,Hammond,299.0
LOUISIANA,Kenner,155.0
LOUISIANA,Greenwood,12.0
LOUISIANA,Gretna,86.0
LOUISIANA,Florien,2.0
LOUISIANA,Franklin,52.0
LOUISIANA,Franklinton,36.0
LOUISIANA,French Settlement,4.0
LOUISIANA,Georgetown,0.0
LOUISIANA,Folsom,2.0
LOUISIANA,Gonzales,62.0
LOUISIANA,Gramercy,9.0
LOUISIANA,Greensburg,26.0
LOUISIANA,Golden Meadow,2.0
MAINE,Rangeley,1.0
MAINE,Old Town,5.0
MAINE,Presque Isle,22.0
MAINE,Portland,192.0
MAINE,Pittsfield,0.0
MAINE,Phippsburg,1.0
MAINE,Paris,3.0
MAINE,Richmond,8.0
MAINE,Oxford,2.0
MAINE,Orono,10.0
MAINE,Old Orchard Beach,23.0
MAINE,Monmouth,2.0
MAINE,Oakland,2.0
MAINE,Norway,5.0
MAINE,North Berwick,0.0
MAINE,Newport,6.0
MAINE,Milo,1.0
MAINE,Millinocket,2.0
MAINE,Milbridge,0.0
MAINE,Mexico,13.0
MAINE,Mechanic Falls,6.0
MAINE,Madawaska,0.0
MAINE,Rockland,4.0
MAINE,Ogunquit,0.0
MAINE,Rockport,0.0
MAINE,Yarmouth,3.0
MAINE,Sabattus,1.0
MAINE,York,8.0
MAINE,Machias,8.0
MAINE,Wiscasset,0.0
MAINE,Winthrop,1.0
MAINE,Winter Harbor,0.0
MAINE,Winslow,7.0
MAINE,Windham,9.0
MAINE,Wilton,8.0
MAINE,Westbrook,33.0
MAINE,Wells,6.0
MAINE,Waterville,30.0
MAINE,Washburn,1.0
MAINE,Waldoboro,5.0
MAINE,Veazie,1.0
MAINE,Van Buren,0.0
MAINE,Topsham,4.0
MAINE,Thomaston,0.0
MAINE,Southwest Harbor,0.0
MAINE,South Portland,36.0
MAINE,South Berwick,7.0
MAINE,Skowhegan,25.0
MAINE,Searsport,4.0
MAINE,Scarborough,7.0
MAINE,Sanford,56.0
MAINE,Saco,21.0
MAINE,Rumford,13.0
MAINE,Livermore Falls,5.0
MAINE,Islesboro,0.0
MAINE,Lincoln,1.0
MAINE,Damariscotta,0.0
MAINE,Cumberland,2.0
MAINE,Clinton,3.0
MAINE,Carrabassett Valley,0.0
MAINE,Caribou,5.0
MAINE,Cape Elizabeth,1.0
MAINE,Camden,0.0
MAINE,Calais,5.0
MAINE,Buxton,9.0
MAINE,Bucksport,1.0
MAINE,Brunswick,28.0
MAINE,Dexter,2.0
MAINE,Bridgton,6.0
MAINE,Boothbay Harbor,2.0
MAINE,Biddeford,64.0
MAINE,Berwick,3.0
MAINE,Lisbon,9.0
MAINE,Bath,5.0
MAINE,Bar Harbor,4.0
MAINE,Bangor,56.0
MAINE,Baileyville,6.0
MAINE,Augusta,60.0
MAINE,Auburn,50.0
MAINE,Ashland,1.0
MAINE,Brewer,12.0
MAINE,Dixfield,0.0
MAINE,Belfast,5.0
MAINE,East Millinocket,1.0
MAINE,Dover-Foxcroft,3.0
MAINE,Limestone,1.0
MAINE,Lewiston,84.0
MAINE,Kittery,11.0
MAINE,Kennebunk,6.0
MAINE,Jay,9.0
MAINE,Houlton,19.0
MAINE,Holden,2.0
MAINE,Hampden,2.0
MAINE,Hallowell,2.0
MAINE,Greenville,2.0
MAINE,Gouldsboro,0.0
MAINE,Kennebunkport,1.0
MAINE,Gardiner,1.0
MAINE,Eastport,0.0
MAINE,Gorham,4.0
MAINE,Eliot,0.0
MAINE,Fairfield,7.0
MAINE,Falmouth,7.0
MAINE,Ellsworth,6.0
MAINE,Fort Fairfield,3.0
MAINE,Fort Kent,1.0
MAINE,Freeport,4.0
MAINE,Fryeburg,7.0
MAINE,Farmington,5.0
MARYLAND,Ocean Pines,14.0
MARYLAND,Morningside,3.0
MARYLAND,Ocean City,83.0
MARYLAND,Oakland,4.0
MARYLAND,New Carrollton,40.0
MARYLAND,Mount Rainier,35.0
MARYLAND,Mount Airy,4.0
MARYLAND,Manchester,0.0
MARYLAND,Landover Hills,9.0
MARYLAND,Lonaconing,0.0
MARYLAND,Laurel,115.0
MARYLAND,La Plata,41.0
MARYLAND,Hyattsville,79.0
MARYLAND,Hurlock,4.0
MARYLAND,Havre de Grace,32.0
MARYLAND,Oxford,0.0
MARYLAND,Luke,0.0
MARYLAND,Perryville,14.0
MARYLAND,Takoma Park,57.0
MARYLAND,Princess Anne,39.0
MARYLAND,Hancock,3.0
MARYLAND,Westminster,84.0
MARYLAND,Upper Marlboro,0.0
MARYLAND,University Park,5.0
MARYLAND,Thurmont,8.0
MARYLAND,Taneytown,0.0
MARYLAND,Sykesville,44.0
MARYLAND,Pocomoke City,10.0
MARYLAND,St. Michaels,3.0
MARYLAND,Smithsburg,2.0
MARYLAND,Seat Pleasant,49.0
MARYLAND,Salisbury,272.0
MARYLAND,Rock Hall,1.0
MARYLAND,Riverdale Park,45.0
MARYLAND,Rising Sun,7.0
MARYLAND,Ridgely,1.0
MARYLAND,Snow Hill,0.0
MARYLAND,Hampstead,4.0
MARYLAND,North East,7.0
MARYLAND,Greensboro,5.0
MARYLAND,Chestertown,20.0
MARYLAND,Centreville,9.0
MARYLAND,Capitol Heights,19.0
MARYLAND,Cambridge,128.0
MARYLAND,Brunswick,12.0
MARYLAND,Brentwood,4.0
MARYLAND,Bowie,80.0
MARYLAND,Cheverly,21.0
MARYLAND,Boonsboro,0.0
MARYLAND,Berwyn Heights,14.0
MARYLAND,Berlin,2.0
MARYLAND,Bel Air,23.0
MARYLAND,Baltimore,11100.0
MARYLAND,Annapolis,215.0
MARYLAND,Aberdeen,116.0
MARYLAND,Hagerstown,255.0
MARYLAND,Bladensburg,56.0
MARYLAND,Chevy Chase Village,0.0
MARYLAND,Baltimore City Sheriff,0.0
MARYLAND,Cottage City,1.0
MARYLAND,Greenbelt,116.0
MARYLAND,Colmar Manor,13.0
MARYLAND,Glenarden,8.0
MARYLAND,Frostburg,19.0
MARYLAND,Frederick,285.0
MARYLAND,Forest Heights,0.0
MARYLAND,Federalsburg,15.0
MARYLAND,Fairmount Heights,6.0
MARYLAND,Fruitland,19.0
MARYLAND,Edmonston,5.0
MARYLAND,Easton,36.0
MARYLAND,District Heights,16.0
MARYLAND,Denton,11.0
MARYLAND,Crisfield,7.0
MARYLAND,Delmar,11.0
MARYLAND,Elkton,199.0
MARYLAND,Cumberland,146.0
MASSACHUSETTS,Princeton,0.0
MASSACHUSETTS,Plympton,5.0
MASSACHUSETTS,Plymouth,230.0
MASSACHUSETTS,Plainville,10.0
MASSACHUSETTS,Pittsfield,356.0
MASSACHUSETTS,Pelham,1.0
MASSACHUSETTS,Pembroke,15.0
MASSACHUSETTS,Peabody,159.0
MASSACHUSETTS,Paxton,3.0
MASSACHUSETTS,Palmer,57.0
MASSACHUSETTS,Provincetown,18.0
MASSACHUSETTS,Orleans,8.0
MASSACHUSETTS,Oxford,33.0
MASSACHUSETTS,Pepperell,13.0
MASSACHUSETTS,Quincy,352.0
MASSACHUSETTS,Rowley,9.0
MASSACHUSETTS,Raynham,27.0
MASSACHUSETTS,Reading,5.0
MASSACHUSETTS,Rehoboth,8.0
MASSACHUSETTS,Revere,259.0
MASSACHUSETTS,Rochester,7.0
MASSACHUSETTS,Rockport,5.0
MASSACHUSETTS,Rutland,18.0
MASSACHUSETTS,Salem,83.0
MASSACHUSETTS,Salisbury,20.0
MASSACHUSETTS,Sandwich,23.0
MASSACHUSETTS,Saugus,66.0
MASSACHUSETTS,Scituate,15.0
MASSACHUSETTS,Oakham,3.0
MASSACHUSETTS,Seekonk,26.0
MASSACHUSETTS,Randolph,108.0
MASSACHUSETTS,Oak Bluffs,25.0
MASSACHUSETTS,Natick,56.0
MASSACHUSETTS,Norwell,9.0
MASSACHUSETTS,Nahant,6.0
MASSACHUSETTS,Montague,58.0
MASSACHUSETTS,Monson,22.0
MASSACHUSETTS,Milton,12.0
MASSACHUSETTS,Millville,0.0
MASSACHUSETTS,Millbury,19.0
MASSACHUSETTS,Nantucket,37.0
MASSACHUSETTS,Milford,61.0
MASSACHUSETTS,Middleboro,111.0
MASSACHUSETTS,Methuen,44.0
MASSACHUSETTS,Merrimac,4.0
MASSACHUSETTS,Mendon,4.0
MASSACHUSETTS,Melrose,15.0
MASSACHUSETTS,Medway,21.0
MASSACHUSETTS,Middleton,17.0
MASSACHUSETTS,Norwood,39.0
MASSACHUSETTS,Sharon,13.0
MASSACHUSETTS,New Bedford,603.0
MASSACHUSETTS,Norton,14.0
MASSACHUSETTS,North Reading,16.0
MASSACHUSETTS,Northfield,4.0
MASSACHUSETTS,Northbridge,27.0
MASSACHUSETTS,Northborough,0.0
MASSACHUSETTS,North Attleboro,28.0
MASSACHUSETTS,Needham,16.0
MASSACHUSETTS,North Andover,35.0
MASSACHUSETTS,North Adams,100.0
MASSACHUSETTS,Norfolk,1.0
MASSACHUSETTS,Newton,58.0
MASSACHUSETTS,Newburyport,18.0
MASSACHUSETTS,Newbury,9.0
MASSACHUSETTS,New Braintree,1.0
MASSACHUSETTS,Northampton,113.0
MASSACHUSETTS,Shelburne,0.0
MASSACHUSETTS,Sudbury,21.0
MASSACHUSETTS,Shirley,10.0
MASSACHUSETTS,Wayland,1.0
MASSACHUSETTS,Webster,108.0
MASSACHUSETTS,Wellesley,12.0
MASSACHUSETTS,Wellfleet,5.0
MASSACHUSETTS,Wenham,3.0
MASSACHUSETTS,Westborough,17.0
MASSACHUSETTS,West Boylston,11.0
MASSACHUSETTS,West Bridgewater,6.0
MASSACHUSETTS,Westfield,111.0
MASSACHUSETTS,Westford,12.0
MASSACHUSETTS,Westminster,13.0
MASSACHUSETTS,West Newbury,2.0
MASSACHUSETTS,Weston,5.0
MASSACHUSETTS,Westport,33.0
MASSACHUSETTS,West Springfield,168.0
MASSACHUSETTS,West Tisbury,8.0
MASSACHUSETTS,Westwood,10.0
MASSACHUSETTS,Yarmouth,113.0
MASSACHUSETTS,Wrentham,5.0
MASSACHUSETTS,Worcester,1271.0
MASSACHUSETTS,Woburn,46.0
MASSACHUSETTS,Winthrop,28.0
MASSACHUSETTS,Winchester,6.0
MASSACHUSETTS,Watertown,29.0
MASSACHUSETTS,Winchendon,38.0
MASSACHUSETTS,Williamstown,5.0
MASSACHUSETTS,Williamsburg,3.0
MASSACHUSETTS,Wilbraham,22.0
MASSACHUSETTS,Whitman,38.0
MASSACHUSETTS,Whately,2.0
MASSACHUSETTS,Weymouth,160.0
MASSACHUSETTS,Wilmington,20.0
MASSACHUSETTS,Wareham,160.0
MASSACHUSETTS,Ware,46.0
MASSACHUSETTS,Waltham,117.0
MASSACHUSETTS,Stow,5.0
MASSACHUSETTS,Stoneham,33.0
MASSACHUSETTS,Stockbridge,3.0
MASSACHUSETTS,Sterling,7.0
MASSACHUSETTS,Springfield,1534.0
MASSACHUSETTS,Spencer,18.0
MASSACHUSETTS,Sturbridge,24.0
MASSACHUSETTS,Southwick,17.0
MASSACHUSETTS,Southbridge,89.0
MASSACHUSETTS,Southborough,11.0
MASSACHUSETTS,Southampton,11.0
MASSACHUSETTS,Somerville,177.0
MASSACHUSETTS,Somerset,39.0
